"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez_id","entrez","go","path"
"ENSG00000184144",3808.72716367692,6.48927664871812,0.131092333127735,49.5015726235875,0,0,"CNTN2","6900","contactin 2","GO:0000226","04514"
"ENSG00000170542",6700.04338034199,-7.48038662081171,0.143464681415029,-52.1409628281382,0,0,"SERPINB9","5272","serpin family B member 9","GO:0002020","05146"
"ENSG00000167244",19928.3322565173,-4.19416523831165,0.105906053083831,-39.6026961272148,0,0,"IGF2","3481","insulin like growth factor 2","GO:0000122",NA
"ENSG00000280623",7356.76044253178,-7.50301660967469,0.152028338841727,-49.3527500651435,0,0,"LOC124900476","124900476","endogenous retrovirus group K member 5 Gag polyprotein-like",NA,NA
"ENSG00000233056",5777.48557800212,-8.83594537685397,0.188217580394857,-46.9453775694984,0,0,"ERVH48-1","90625","endogenous retrovirus group 48 member 1, envelope","GO:0005515",NA
"ENSG00000121570",3392.86217061296,-7.44208831570068,0.193756495186626,-38.409490781367,8.89318162514244e-323,3.03183383570481e-319,"DPPA4","55211","developmental pluripotency associated 4","GO:0003682",NA
"ENSG00000136943",3190.08812700597,-5.07889916627213,0.135045535538488,-37.6087898501809,1.54422448295611e-309,4.51244454269533e-306,"CTSV","1515","cathepsin V","GO:0004197","04142"
"ENSG00000148200",1958.71094264729,-4.23456100282387,0.115476915733498,-36.6701948690467,2.18130548408141e-294,5.57732545961066e-291,"NR6A1","2649","nuclear receptor subfamily 6 group A member 1","GO:0000122",NA
"ENSG00000170421",19412.0706010784,-4.46726464333149,0.122526163920445,-36.4596793076134,4.8326997536149e-291,1.09836526066881e-287,"KRT8","3856","keratin 8","GO:0005515",NA
"ENSG00000092820",4253.81139214735,-3.49724694083193,0.0974110919963958,-35.9019375428142,2.84931785424538e-282,5.82827967085892e-279,"EZR","7430","ezrin","GO:0000122","04670"
"ENSG00000240563",4557.74514146142,-9.69252237820253,0.272935390296011,-35.5121494786387,3.19200024283956e-276,5.93566954248029e-273,"L1TD1","54596","LINE1 type transposase domain containing 1","GO:0003727",NA
"ENSG00000111057",5080.96916590918,-5.26046444279705,0.148494199903308,-35.4253866226586,6.94399030172866e-275,1.1836610135155e-271,"KRT18","3875","keratin 18","GO:0003723","05130"
"ENSG00000101115",1300.99869632282,-4.97466581589473,0.143480767334316,-34.6713075788309,2.1330670274224e-263,3.35629892660962e-260,"SALL4","57167","spalt like transcription factor 4","GO:0000122",NA
"ENSG00000131914",9328.13481747097,-11.581318811374,0.344174182973172,-33.6495861233053,3.16168969278118e-248,4.61945447613136e-245,"LIN28A","79727","lin-28 RNA binding posttranscriptional regulator A","GO:0000932",NA
"ENSG00000077279",3030.88062712923,3.90433245704305,0.117709068390454,33.1693429438413,2.98031049102734e-241,4.06415007293095e-238,"DCX","1641","doublecortin","GO:0001764",NA
"ENSG00000148175",2055.58561842165,-5.0191117140657,0.151997395932778,-33.0210375201787,4.05328048170488e-239,5.18186576582959e-236,"STOM","2040","stomatin","GO:0005515",NA
"ENSG00000139329",4293.31599481415,-5.75901093157171,0.174797509262081,-32.9467562546157,4.70805553836638e-238,5.66489859042848e-235,"LUM","4060","lumican","GO:0005201",NA
"ENSG00000057294",1418.72131327323,-3.95651431673148,0.120455340722828,-32.8463170913739,1.28563529095646e-236,1.46098165980636e-233,"PKP2","5318","plakophilin 2","GO:0001533","05412"
"ENSG00000128567",16922.6505548237,-5.65189724270079,0.17259184956655,-32.7471850895338,3.32973428673898e-235,3.584721833434e-232,"PODXL","5420","podocalyxin like","GO:0001726",NA
"ENSG00000132872",1782.39419386983,5.68798164259705,0.175372874099268,32.4336455783774,9.21228274564461e-231,9.42186217810802e-228,"SYT4","6860","synaptotagmin 4","GO:0000139",NA
"ENSG00000164120",1176.39220331471,-6.43801401709054,0.199071398389612,-32.340226015243,1.90373908744472e-229,1.85433252541341e-226,"HPGD","3248","15-hydroxyprostaglandin dehydrogenase","GO:0001822",NA
"ENSG00000057019",3980.82066450978,2.45410639537017,0.0764469412739558,32.1020874671181,4.12283368329835e-226,3.83329831781217e-223,"DCBLD2","131566","discoidin, CUB and LCCL domain containing 2","GO:0005515",NA
"ENSG00000116774",1603.46481254208,-4.61905178635988,0.145831398819042,-31.6739181257634,3.55337023646035e-220,3.16018209507811e-217,"OLFML3","56944","olfactomedin like 3","GO:0005576",NA
"ENSG00000164061",1389.70393526338,4.04370061200194,0.128607518386149,31.442178985684,5.36933946616516e-217,4.57624328251701e-214,"BSN","8927","bassoon presynaptic cytomatrix protein","GO:0004857",NA
"ENSG00000158769",1399.95899634276,-4.48765443424303,0.143205739523825,-31.3371129478816,1.45770144056206e-215,1.19269131866788e-212,"F11R","50848","F11 receptor","GO:0001618","04514"
"ENSG00000144485",1526.81582594692,4.13773532695021,0.133081447292235,31.0917517891439,3.1135368985261e-212,2.44951527920582e-209,"HES6","55502","hes family bHLH transcription factor 6","GO:0000122",NA
"ENSG00000115266",1577.17403637001,4.44046389102167,0.143705156248213,30.8998229914029,1.20101563952113e-209,9.09880552089066e-207,"APC2","10297","APC regulator of Wnt signaling pathway 2","GO:0000226","04310"
"ENSG00000119547",1500.57274207464,5.34837797507313,0.175005364038231,30.5612231057372,4.01153531219637e-205,2.93056981467774e-202,"ONECUT2","9480","one cut homeobox 2","GO:0000785",NA
"ENSG00000107485",1258.81044177293,-5.53311262612097,0.182700177495166,-30.2852066263996,1.79534184713918e-201,1.26633508562869e-198,"GATA3","2625","GATA binding protein 3","GO:0000122",NA
"ENSG00000008513",2096.74204457024,-3.95600000176313,0.130831327068109,-30.2374063644839,7.63902499838464e-201,5.20854187806526e-198,"ST3GAL1","6482","ST3 beta-galactoside alpha-2,3-sialyltransferase 1","GO:0000139","00512"
"ENSG00000116285",3316.0504236589,-3.05702468551186,0.10110799058524,-30.2352432069612,8.15594652743567e-201,5.38160923286118e-198,"ERRFI1","54206","ERBB receptor feedback inhibitor 1","GO:0001501",NA
"ENSG00000145920",877.848745073949,5.13010206051229,0.170993470378736,30.001742459227,9.31306627775587e-198,5.95308658473426e-195,"CPLX2","10814","complexin 2","GO:0000149",NA
"ENSG00000104413",1751.61615816115,-5.25283587079129,0.175998295859164,-29.8459473436872,9.90888582127154e-196,6.1420078628518e-193,"ESRP1","54845","epithelial splicing regulatory protein 1","GO:0003676",NA
"ENSG00000134954",794.826165910563,-4.17064600972698,0.139929143293671,-29.8054137369653,3.32392130960722e-195,1.99972971729458e-192,"ETS1","2113","ETS proto-oncogene 1, transcription factor","GO:0000785","04320"
"ENSG00000184697",4481.45711094059,-5.06556944051463,0.170954962079814,-29.631017309399,5.95708206426419e-193,3.48148896070068e-190,"CLDN6","9074","claudin 6","GO:0001618","04514"
"ENSG00000196549",1131.69028994326,-5.23096038029043,0.177537249313434,-29.4640161460169,8.32713409431729e-191,4.73143133053501e-188,"MME","4311","membrane metalloendopeptidase","GO:0001786","04614"
"ENSG00000206557",6010.69607130795,-3.83389743443611,0.131630384381211,-29.126234436366,1.67105490352867e-186,9.23822379775108e-184,"TRIM71","131405","tripartite motif containing 71","GO:0000082",NA
"ENSG00000228624",1356.5546636851,-5.91660434083191,0.203854695983802,-29.0236352529354,3.31167821551111e-185,1.78264152363894e-182,"HDAC2-AS2","101927768","HDAC2 and HS3ST5 antisense RNA 2",NA,NA
"ENSG00000120149",1137.59826470006,-6.37427517890746,0.220322463835579,-28.9315717877248,4.78658929725796e-184,2.51050471988235e-181,"MSX2","4488","msh homeobox 2","GO:0000122",NA
"ENSG00000124145",1979.4067466402,-3.14683721474622,0.108920622911345,-28.8911055650825,1.54428654928514e-183,7.89709534140691e-181,"SDC4","6385","syndecan 4","GO:0001657","04512"
"ENSG00000167614",1363.33943254652,3.56072495773587,0.123587968402568,28.8112589256048,1.55023697088059e-182,7.73417005838111e-180,"TTYH1","57348","tweety family member 1","GO:0000278",NA
"ENSG00000284294",2365.48202818062,-9.47214254303738,0.3288376272825,-28.8049230293831,1.86107129358886e-182,9.06386031199049e-180,"LOC122455341","122455341","uncharacterized LOC122455341",NA,NA
"ENSG00000107438",2270.80659152269,-3.65965857017095,0.127393570661535,-28.7271841990683,1.74630567431751e-181,8.30713548096851e-179,"PDLIM1","9124","PDZ and LIM domain 1","GO:0001666",NA
"ENSG00000124942",18376.5460668209,-4.07992943582932,0.143547442571492,-28.4221673527716,1.07634185369905e-177,5.00376650395772e-175,"AHNAK","79026","AHNAK nucleoprotein","GO:0003723",NA
"ENSG00000090097",3507.2969400068,3.13409659393167,0.111050765168001,28.2221972013458,3.1237434120379e-175,1.41991492207189e-172,"PCBP4","57060","poly(rC) binding protein 4","GO:0003676",NA
"ENSG00000165443",1185.44633458449,4.33311689179959,0.155862486256096,27.8008967769184,4.23077711272896e-170,1.88131621393197e-167,"PHYHIPL","84457","phytanoyl-CoA 2-hydroxylase interacting protein like","GO:0005515",NA
"ENSG00000106078",653.055348037672,-4.4501497710748,0.161122608266729,-27.6196482849125,6.46358780607402e-168,2.8130359270903e-165,"COBL","23242","cordon-bleu WH2 repeat protein","GO:0000578",NA
"ENSG00000204262",5246.37631466546,-3.51452452024091,0.127286313193083,-27.611173833825,8.17038536659004e-168,3.48177568069998e-165,"COL5A2","1290","collagen type V alpha 2 chain","GO:0001501","04510"
"ENSG00000080644",905.04139293349,4.58964053790743,0.167260890804319,27.440010129307,9.14246683107403e-166,3.81651344958407e-163,"CHRNA3","1136","cholinergic receptor nicotinic alpha 3 subunit","GO:0004888","04080"
"ENSG00000136068",6780.09842126844,-2.54695480566655,0.0931745846500624,-27.3352955125284,1.61520345675961e-164,6.60779734160356e-162,"FLNB","2317","filamin B","GO:0001725","04010"
"ENSG00000137642",1929.16696872093,-2.9502071162488,0.108682067530869,-27.1452980539854,2.87724754118563e-162,1.15400193048925e-159,"SORL1","6653","sortilin related receptor 1","GO:0000139",NA
"ENSG00000103196",1030.28952853065,-6.11166449859143,0.225707000702844,-27.077868562162,1.7947212257669e-161,7.05981205251192e-159,"CRISPLD2","83716","cysteine rich secretory protein LCCL domain containing 2","GO:0005539",NA
"ENSG00000138449",1615.73836623014,-3.33535523581291,0.12330372644483,-27.0499143211641,3.82833638438235e-161,1.47752114608568e-158,"SLC40A1","30061","solute carrier family 40 member 1","GO:0002260",NA
"ENSG00000050165",5379.7935162541,3.41095284798615,0.126129113438775,27.0433427698821,4.57410459355453e-161,1.73265387891033e-158,"DKK3","27122","dickkopf Wnt signaling pathway inhibitor 3","GO:0005515",NA
"ENSG00000087510",846.337486132422,-4.53740980284627,0.169150043675406,-26.8247628215422,1.66195189216997e-158,6.18095017351575e-156,"TFAP2C","7022","transcription factor AP-2 gamma","GO:0000122",NA
"ENSG00000171345",7919.95183554473,-4.78561627999932,0.179169248881067,-26.7100314919332,3.59930611815746e-157,1.31471083298055e-154,"KRT19","3880","keratin 19","GO:0002009",NA
"ENSG00000187323",710.419805802595,5.45473935377977,0.204541962313466,26.6680699260147,1.10477114511298e-156,3.96457785496244e-154,"DCC","1630","DCC netrin 1 receptor","GO:0001764","04360"
"ENSG00000096696",12344.7337769432,-4.22510720958837,0.16073574327883,-26.2860464225373,2.76916049605482e-152,9.76606516324161e-150,"DSP","1832","desmoplakin","GO:0001533","05412"
"ENSG00000101335",1009.86018477479,-3.1155755288643,0.119088870831155,-26.1617689975546,7.24074606291473e-151,2.51032984265967e-148,"MYL9","10398","myosin light chain 9","GO:0001725","04270"
"ENSG00000144834",608.335323513837,4.76431201555763,0.182167316337842,26.153495101843,8.99316783178632e-151,3.06592079998649e-148,"TAGLN3","29114","transgelin 3","GO:0000122",NA
"ENSG00000103260",1632.22222457395,3.01057536538764,0.115135867532663,26.1480234604873,1.03787595031883e-150,3.48028730553632e-148,"METRN","79006","meteorin, glial cell differentiation regulator","GO:0005179",NA
"ENSG00000118257",1544.40609907576,-3.41136357640195,0.131450985663083,-25.9516013455043,1.74417829720955e-148,5.75438178539055e-146,"NRP2","8828","neuropilin 2","GO:0001525",NA
"ENSG00000003436",855.241583192978,-3.21298854723142,0.123989593744142,-25.913372648527,4.70731910063861e-148,1.52838432069147e-145,"TFPI","7035","tissue factor pathway inhibitor","GO:0004866","04610"
"ENSG00000060982",2802.34534462433,-2.22922668346239,0.0868842679792849,-25.6574260830958,3.49363992447928e-145,1.11660007273787e-142,"BCAT1","586","branched chain amino acid transaminase 1","GO:0000082","00280"
"ENSG00000129354",719.917901815858,-5.17046004775489,0.204341347749758,-25.3030534676065,2.95638854559956e-141,9.30352733849831e-139,"AP1M2","10053","adaptor related protein complex 1 subunit mu 2","GO:0000139","04142"
"ENSG00000143842",926.570210667418,-3.2440144356323,0.12826424100125,-25.2916511282415,3.94664862018213e-141,1.22316208372463e-138,"SOX13","9580","SRY-box transcription factor 13","GO:0000122",NA
"ENSG00000170340",925.00520213152,-3.9728020968144,0.157954545231742,-25.1515528786191,1.35898249456542e-139,4.14895327258741e-137,"B3GNT2","10678","UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 2","GO:0000139","00533"
"ENSG00000139767",602.965076673356,4.35271327585765,0.173273611284958,25.1204626231249,2.9726510191678e-139,8.94199655839373e-137,"SRRM4","84530","serine/arginine repetitive matrix 4","GO:0000381",NA
"ENSG00000109062",2676.06827093656,-4.06116053038153,0.162100269302059,-25.0533854623888,1.60366888644843e-138,4.75406479308733e-136,"NHERF1","9368","NHERF family PDZ scaffold protein 1","GO:0001726",NA
"ENSG00000187957",607.97716488231,4.32589445646461,0.173862241315465,24.8811612212882,1.19001944372753e-136,3.47740681734952e-134,"DNER","92737","delta/notch like EGF repeat containing","GO:0001764",NA
"ENSG00000149257",5635.34116348203,-2.44208049664908,0.0983851091138857,-24.8216474895835,5.2349461039441e-136,1.50818059938277e-133,"SERPINH1","871","serpin family H member 1","GO:0003433",NA
"ENSG00000135862",6020.52927184171,-2.37618496298181,0.095774656867152,-24.810164199051,6.96422307472096e-136,1.97851643046413e-133,"LAMC1","3915","laminin subunit gamma 1","GO:0005201","04510"
"ENSG00000179774",2147.3574389325,9.58503282177449,0.388081026832613,24.6985349941076,1.10895609596415e-134,3.10735574560914e-132,"ATOH7","220202","atonal bHLH transcription factor 7","GO:0000785",NA
"ENSG00000148798",1234.3517428775,3.69805530918561,0.150670715228426,24.5439553637158,5.01801673819487e-133,1.38707476188887e-130,"INA","9118","internexin neuronal intermediate filament protein alpha","GO:0005200",NA
"ENSG00000003989",2137.15714749923,-3.86308063947046,0.157786401701925,-24.4829757051449,2.24286000085958e-132,6.11702684234437e-130,"SLC7A2","6542","solute carrier family 7 member 2","GO:0000064",NA
"ENSG00000163694",1231.85626420374,-3.95480679300612,0.161616147142747,-24.4703692231511,3.05515370438995e-132,8.22278539780215e-130,"RBM47","54502","RNA binding motif protein 47","GO:0000381",NA
"ENSG00000136160",672.701256335937,-4.17547402790267,0.170749750487483,-24.4537635690938,4.58924305450811e-132,1.21912943740212e-129,"EDNRB","1910","endothelin receptor type B","GO:0000122","04020"
"ENSG00000187772",1436.41221044715,-3.07971775083794,0.126032650425425,-24.4358722953322,7.11207115748809e-132,1.86509507085152e-129,"LIN28B","389421","lin-28 RNA binding posttranscriptional regulator B","GO:0003676",NA
"ENSG00000103257",3488.26810236055,-3.40545606441377,0.139755554817555,-24.36723226393,3.80735717699533e-131,9.85816342473918e-129,"SLC7A5","8140","solute carrier family 7 member 5","GO:0002720",NA
"ENSG00000145362",1784.63958970817,2.95930356580712,0.121470477393448,24.3623276149793,4.29150125539078e-131,1.09728322723773e-128,"ANK2","287","ankyrin 2","GO:0002027",NA
"ENSG00000046604",3646.68643459167,-2.26904175801359,0.0931429275447668,-24.3608593569602,4.44804995450158e-131,1.12326989900407e-128,"DSG2","1829","desmoglein 2","GO:0001533","05412"
"ENSG00000163531",722.668285250022,3.41435833714822,0.140302743961211,24.3356490454112,8.22620510456856e-131,2.05203689529207e-128,"NFASC","23114","neurofascin","GO:0005515","04514"
"ENSG00000124212",1849.71694717943,-4.75129397074239,0.195826013019388,-24.262833611753,4.84082933105225e-130,1.19300197550209e-127,"PTGIS","5740","prostaglandin I2 synthase","GO:0001516","00590"
"ENSG00000164741",776.525642482637,-4.83167368664343,0.199793397931294,-24.1833500839952,3.33045183315434e-129,8.11004669609192e-127,"DLC1","10395","DLC1 Rho GTPase activating protein","GO:0001843",NA
"ENSG00000008394",983.152568178812,-4.00108960207986,0.165501121680353,-24.1756041376416,4.01774250293002e-129,9.66857916440395e-127,"MGST1","4257","microsomal glutathione S-transferase 1","GO:0004364","00480"
"ENSG00000116574",1840.2734393808,-2.12973885169362,0.0882908017657126,-24.1218655749108,1.47413464737578e-128,3.50621211768273e-126,"RHOU","58480","ras homolog family member U","GO:0000082",NA
"ENSG00000152104",1140.93252560291,-2.59158566282031,0.107513312707755,-24.1047884913082,2.22679253584951e-128,5.23552199089675e-126,"PTPN14","5784","protein tyrosine phosphatase non-receptor type 14","GO:0001946",NA
"ENSG00000107679",3989.84980402649,2.52186900972666,0.104681709581665,24.0908275170963,3.11917476786812e-128,7.25030907690255e-126,"PLEKHA1","59338","pleckstrin homology domain containing A1","GO:0001553",NA
"ENSG00000189120",1156.39700950038,-5.14602265931558,0.213902157732942,-24.0578342633664,6.91176313618651e-128,1.58854061742354e-125,"SP6","80320","Sp6 transcription factor","GO:0000785",NA
"ENSG00000168672",2046.43599871415,-2.91805271116098,0.121303276778699,-24.0558440682897,7.25133080042065e-128,1.64806635025116e-125,"LRATD2","157638","LRAT domain containing 2","GO:0005515",NA
"ENSG00000146904",508.702571641715,-5.66297437083898,0.235719226995723,-24.0242361347203,1.55234423938913e-127,3.48936279304446e-125,"EPHA1","2041","EPH receptor A1","GO:0000166","04360"
"ENSG00000164300",2867.0251348378,-3.37036379431709,0.140305594773174,-24.0215922947748,1.6543176336941e-127,3.67815947795792e-125,"SERINC5","256987","serine incorporator 5","GO:0002376",NA
"ENSG00000066468",1644.85627022952,-3.69882869515128,0.154443744617347,-23.9493590647881,9.3833623859452e-127,2.06383524305924e-124,"FGFR2","2263","fibroblast growth factor receptor 2","GO:0000122","04010"
"ENSG00000099337",424.706041604693,-5.55562719169708,0.232344492561035,-23.9111636796713,2.34425863425428e-126,5.10125642166717e-124,"KCNK6","9424","potassium two pore domain channel subfamily K member 6","GO:0003073",NA
"ENSG00000151376",551.958287013579,4.38787537443276,0.184080317056302,23.8367438985381,1.38983478693195e-125,2.99253374386243e-123,"ME3","10873","malic enzyme 3","GO:0004470","00620"
"ENSG00000088305",13691.1899410277,-3.79300136774484,0.159139031158855,-23.8345133819409,1.46586263653432e-125,3.12335627399057e-123,"DNMT3B","1789","DNA methyltransferase 3 beta","GO:0000122","00270"
"ENSG00000091136",4852.61123715728,-2.98524330666127,0.125704768619669,-23.7480514020385,1.15087399441521e-124,2.42692036657351e-122,"LAMB1","3912","laminin subunit beta 1","GO:0005178","04510"
"ENSG00000110697",4388.88498682115,2.88112465825611,0.121955748426669,23.6243448580736,2.16685877643673e-123,4.52276492571565e-121,"PITPNM1","9600","phosphatidylinositol transfer protein membrane associated 1","GO:0005509",NA
"ENSG00000139970",540.849808921748,5.19753514633477,0.220031954916532,23.6217287089343,2.30525267303978e-123,4.76302458858876e-121,"RTN1","6252","reticulon 1","GO:0000139",NA
"ENSG00000104899",676.301688781074,3.44848187046827,0.146120309220861,23.600291354817,3.8276559165099e-123,7.82947017722101e-121,"AMH","268","anti-Mullerian hormone","GO:0001541","04060"
"ENSG00000143320",3547.8797266189,-2.21243128662675,0.0939634627050852,-23.5456551188488,1.39085059801651e-122,2.81681673093344e-120,"CRABP2","1382","cellular retinoic acid binding protein 2","GO:0001972",NA
"ENSG00000151490",817.970552092965,4.15573130868652,0.177633214621597,23.3950126812672,4.80354440665338e-121,9.6329902782446e-119,"PTPRO","5800","protein tyrosine phosphatase receptor type O","GO:0000902",NA
"ENSG00000092621",2990.85906723349,-2.3305231469636,0.100513352814539,-23.1862044365762,6.27383376664749e-119,1.24593465725024e-116,"PHGDH","26227","phosphoglycerate dehydrogenase","GO:0004617","00260"
"ENSG00000125844",3429.87544622502,-2.32932362347289,0.10066021115965,-23.1404603332147,1.81367640521378e-118,3.56718758352384e-116,"RRBP1","6238","ribosome binding protein 1","GO:0001649","04141"
"ENSG00000130558",717.136305442729,3.58203346113148,0.154870479163691,23.1292204975064,2.35342519137538e-118,4.58469640853174e-116,"OLFM1","10439","olfactomedin 1","GO:0003190",NA
"ENSG00000052344",998.049189770845,-4.2731057013428,0.184922150256717,-23.1075925485979,3.88377481558318e-118,7.49458621252396e-116,"PRSS8","5652","serine protease 8","GO:0004252",NA
"ENSG00000148400",4286.87173782706,1.77343403906521,0.0769984224293044,23.032082776676,2.22438744154411e-117,4.25232197353128e-115,"NOTCH1","4851","notch receptor 1","GO:0000122","04320"
"ENSG00000289479",2938.64207969802,-9.79209736439806,0.425867700772618,-22.9932848784565,5.44122904911647e-117,1.03055870555257e-114,NA,NA,NA,NA,NA
"ENSG00000169330",1227.91527410412,4.40008759250797,0.191677319843185,22.955702824454,1.29237061181698e-116,2.42526980410242e-114,"MINAR1","23251","membrane integral NOTCH2 associated receptor 1","GO:0001525",NA
"ENSG00000067715",1684.37831066324,2.11761366700139,0.092314420651038,22.9391426828781,1.89119655327357e-116,3.48508337812711e-114,"SYT1","6857","synaptotagmin 1","GO:0000149",NA
"ENSG00000103647",643.918494039159,4.31018041517762,0.187893663652068,22.9394665652962,1.87717131169712e-116,3.48508337812711e-114,"CORO2B","10391","coronin 2B","GO:0003093",NA
"ENSG00000065361",1038.18758230446,-4.12058513427327,0.180748787814275,-22.7973043919238,4.87633209462859e-115,8.90583687460963e-113,"ERBB3","2065","erb-b2 receptor tyrosine kinase 3","GO:0000166","04012"
"ENSG00000118640",468.18076580754,-4.9724635117199,0.218257428180872,-22.7825625600205,6.82780383931605e-115,1.23595334100186e-112,"VAMP8","8673","vesicle associated membrane protein 8","GO:0005484","04130"
"ENSG00000117971",441.257427393602,3.95020760433278,0.173901331565265,22.7152234475574,3.16849598751354e-114,5.68522679163065e-112,"CHRNB4","1143","cholinergic receptor nicotinic beta 4 subunit","GO:0004888","04080"
"ENSG00000165349",2299.61955500496,-4.13338141362278,0.182197123302282,-22.6863154516722,6.11508895019074e-114,1.0876882128361e-111,"SLC7A3","84889","solute carrier family 7 member 3","GO:0000064",NA
"ENSG00000185697",850.945630329855,3.82288218519041,0.168717652271193,22.6584600587352,1.15136288961418e-113,2.03026964716018e-111,"MYBL1","4603","MYB proto-oncogene like 1","GO:0000278",NA
"ENSG00000164093",592.707744332901,-6.29884990072911,0.278467861531574,-22.6196655732026,2.77575877725295e-113,4.85283297339395e-111,"PITX2","5308","paired like homeodomain 2","GO:0000122","04350"
"ENSG00000011347",5272.303739519,2.06916830926339,0.091598124273592,22.5896362580859,5.47969606313088e-113,9.4989138111307e-111,"SYT7","9066","synaptotagmin 7","GO:0000149",NA
"ENSG00000117152",606.089209428162,-4.55781082509951,0.202360065124866,-22.5232721796523,2.45550765011612e-112,4.22079067085087e-110,"RGS4","5999","regulator of G protein signaling 4","GO:0001965",NA
"ENSG00000159409",748.545663817993,4.81599533717919,0.213843577289926,22.5211128536713,2.57812342227578e-112,4.39462621688759e-110,"CELF3","11189","CUGBP Elav-like family member 3","GO:0000381",NA
"ENSG00000177469",1010.62423311692,-3.86293642089056,0.171615274636416,-22.5092808846681,3.36687275365076e-112,5.69168447734927e-110,"CAVIN1","284119","caveolae associated protein 1","GO:0003723",NA
"ENSG00000187122",1050.14917101916,4.07997247135706,0.181382633369675,22.4937326995451,4.78042866682098e-112,8.0150547852314e-110,"SLIT1","6585","slit guidance ligand 1","GO:0005509","04360"
"ENSG00000161249",946.627125574898,-4.05757529453523,0.180948571467162,-22.4239144947966,2.30038474635172e-111,3.82555853549793e-109,"DMKN","93099","dermokine","GO:0005515",NA
"ENSG00000123636",2258.89518971858,2.12957135467576,0.0950752915394936,22.3987885831636,4.04426056801348e-111,6.6713991869932e-109,"BAZ2B","29994","bromodomain adjacent to zinc finger domain 2B","GO:0000785",NA
"ENSG00000249790",417.387073465516,-6.47746748710771,0.289217713589324,-22.3965102507706,4.25642387978665e-111,6.96521203688287e-109,NA,NA,NA,NA,NA
"ENSG00000250742",919.213391087037,-3.10248561702221,0.138631153586997,-22.3794258126494,6.2443389818604e-111,1.01371391963456e-108,"LINC02381","400043","long intergenic non-protein coding RNA 2381",NA,NA
"ENSG00000159176",630.558395178354,-3.96866278389868,0.17751246691563,-22.3570932952273,1.03006735589725e-110,1.65905730432112e-108,"CSRP1","1465","cysteine and glycine rich protein 1","GO:0003723",NA
"ENSG00000225783",9552.71822815016,3.16983200798055,0.14202146684051,22.3193864878207,2.39554125455798e-110,3.82818721577996e-108,"MIAT","440823","myocardial infarction associated transcript",NA,NA
"ENSG00000196141",1085.71852114155,-3.38769412485297,0.152317034445276,-22.2410719667082,1.37628872787291e-109,2.18232449059229e-107,"SPATS2L","26010","spermatogenesis associated serine rich 2 like","GO:0003723",NA
"ENSG00000167552",10750.4858404926,2.40055457317362,0.108054357922119,22.2161754448058,2.39628949786892e-109,3.77046935991606e-107,"TUBA1A","7846","tubulin alpha 1a","GO:0000166","04145"
"ENSG00000119888",2355.28504347894,-4.21686934563288,0.189927274429812,-22.2025475713929,3.24527149386411e-109,5.06733041274736e-107,"EPCAM","4072","epithelial cell adhesion molecule","GO:0001657",NA
"ENSG00000139629",430.584869211244,-5.92320746306549,0.266819024761013,-22.1993445496281,3.48494694370398e-109,5.40034770708067e-107,"GALNT6","11226","polypeptide N-acetylgalactosaminyltransferase 6","GO:0000139","00512"
"ENSG00000095739",1955.38920851854,-2.41225880841404,0.108844563523289,-22.1624188689765,7.91812969103415e-109,1.21778453255717e-106,"BAMBI","25805","BMP and activin membrane bound inhibitor","GO:0005109",NA
"ENSG00000152503",622.222646703705,3.43372630436769,0.155060220487375,22.1444693782521,1.1794166369062e-108,1.80037069462062e-106,"TRIM36","55521","tripartite motif containing 36","GO:0000281",NA
"ENSG00000130203",4584.83615660363,-3.23656856216825,0.146911843858269,-22.0306850500814,1.46343380489807e-107,2.21737322068075e-105,"APOE","348","apolipoprotein E","GO:0000302","05010"
"ENSG00000141738",401.266314138102,-4.32372141609774,0.196625070694157,-21.9896750746659,3.61567352734457e-107,5.4381325001348e-105,"GRB7","2886","growth factor receptor bound protein 7","GO:0003723",NA
"ENSG00000185432",699.899043992253,-3.95125446193665,0.179883826637018,-21.9655904358192,6.14533267906616e-107,9.175385397832e-105,"TMT1A","25840","thiol methyltransferase 1A","GO:0001649",NA
"ENSG00000150893",2590.84339440317,-3.7796225544697,0.172099201352807,-21.96188317412,6.66777550916396e-107,9.88328608985136e-105,"FREM2","341640","FRAS1 related extracellular matrix 2","GO:0001654",NA
"ENSG00000160932",590.0529598953,-2.97598178969173,0.135685421256578,-21.9329516917238,1.25984075296954e-106,1.85395989942387e-104,"LY6E","4061","lymphocyte antigen 6 family member E","GO:0005515",NA
"ENSG00000152495",554.985046431245,3.08688409262499,0.140757963813268,21.9304400901969,1.33133614107291e-106,1.94517719754617e-104,"CAMK4","814","calcium/calmodulin dependent protein kinase IV","GO:0000166","04020"
"ENSG00000008083",4136.04943904481,-3.34152182633809,0.152672572319426,-21.8868508964849,3.46649720088343e-106,5.02887944993408e-104,"JARID2","3720","jumonji and AT-rich interaction domain containing 2","GO:0000122",NA
"ENSG00000125378",1077.32811013337,-2.88300228525892,0.131737932947526,-21.8843746880959,3.65995424345724e-106,5.27213831337449e-104,"BMP4","652","bone morphogenetic protein 4","GO:0000122","04340"
