"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","symbol","entrez_id","entrez","go","path"
"ENSG00000198829",17.6372391311702,1.25511374881675,0.534253717253535,2.34928407287267,0.0188095502743658,0.0302999961302687,"SUCNR1","56670","succinate receptor 1","GO:0002001",NA
"ENSG00000164338",386.569919682157,-0.385494764137719,0.164130267003256,-2.3487122221648,0.0188384603599812,0.030344177231547,"UTP15","84135","UTP15 small subunit processome component","GO:0001650","03008"
"ENSG00000224934",164.981515925186,0.433338201763513,0.184529749269009,2.34833788849834,0.0188574059514054,0.030372302262677,"GOT1-DT","101927300","GOT1 divergent transcript",NA,NA
"ENSG00000124713",8.16551696248184,1.96074998988361,0.835107918712254,2.34790012877271,0.0188795827677028,0.0304056267627242,"GNMT","27232","glycine N-methyltransferase","GO:0005515","00260"
"ENSG00000188467",15.4683558498069,1.83315854313177,0.78089106669135,2.34752146787759,0.0188987840439257,0.0304341542763738,"SLC24A5","283652","solute carrier family 24 member 5","GO:0005262",NA
"ENSG00000289515",12.887656403139,1.51255454906764,0.644364396044535,2.34735897630679,0.0189070289616953,0.0304450348273225,NA,NA,NA,NA,NA
"ENSG00000257815",31.3947596768789,1.04845590359324,0.446685017684298,2.34719290346616,0.0189154588453842,0.0304562114831812,"PRANCR","101928062","progenitor renewal associated non-coding RNA",NA,NA
"ENSG00000176358",10.2320729334135,-1.85098690257477,0.788623170286924,-2.34711199507533,0.0189195669586996,0.0304604283463362,"TAC4","255061","tachykinin precursor 4","GO:0003085",NA
"ENSG00000265917",53.4028371208057,0.707967175436111,0.301708687806707,2.34652565222012,0.0189493617655643,0.0305059967664582,"MIR3685","100500802","microRNA 3685",NA,NA
"ENSG00000172780",17.1375379046185,-1.37870428257849,0.587682304003357,-2.3460027181125,0.0189759690852018,0.0305464269802316,"RAB43","339122","RAB43, member RAS oncogene family","GO:0000045",NA
"ENSG00000257178",18.1097449150965,-1.21124004515899,0.516383864083239,-2.34561946917022,0.0189954898466583,0.0305730383833028,NA,NA,NA,NA,NA
"ENSG00000153822",24.3401652882873,1.22578456360697,0.522579367747662,2.34564286165784,0.0189942978487731,0.0305730383833028,"KCNJ16","3773","potassium inwardly rectifying channel subfamily J member 16","GO:0005242","04971"
"ENSG00000289198",11.5476971220358,1.64058911985348,0.699555952545463,2.34518641987663,0.0190175683130028,0.0306061652118388,NA,NA,NA,NA,NA
"ENSG00000105722",927.836392891611,-0.241250958962595,0.102884582685567,-2.34486987909452,0.0190337209326201,0.030629750741621,"ERF","2077","ETS2 repressor factor","GO:0000122",NA
"ENSG00000128298",176.567506605793,0.423755585466948,0.180747368962399,2.34446336839958,0.0190544821797154,0.0306607483469225,"BAIAP2L2","80115","BAR/IMD domain containing adaptor protein 2 like 2","GO:0005543",NA
"ENSG00000268279",31.366379528735,0.931841435388016,0.397582151362667,2.34377079603357,0.0190898987225209,0.0307129053302789,NA,NA,NA,NA,NA
"ENSG00000189431",32.7616223418775,-1.00983218798068,0.43085789867742,-2.34377086060278,0.0190898954179208,0.0307129053302789,"RASSF10","644943","Ras association domain family member 10","GO:0000922",NA
"ENSG00000263503",23.3385816964496,1.20614395427516,0.51463296279858,2.34369743382961,0.019093653664067,0.0307165305307504,NA,NA,NA,NA,NA
"ENSG00000248487",19.1497574500663,1.21359640354797,0.517822319385974,2.34365410318164,0.019095871785827,0.0307176830276102,"ABHD14A","25864","abhydrolase domain containing 14A","GO:0005737",NA
"ENSG00000135698",513.320872060306,-0.343650276109342,0.146633091439108,-2.34360656749878,0.0190983054249546,0.0307191819979119,"MPHOSPH6","10200","M-phase phosphoprotein 6","GO:0000176","03018"
"ENSG00000089472",2291.05813788908,-0.210580796847448,0.0898585131739843,-2.34347074538971,0.0191052604744488,0.0307279527445235,"HEPH","9843","hephaestin","GO:0004322",NA
"ENSG00000263004",18.0314013096412,1.28461517680173,0.548302735845382,2.34289397593666,0.0191348198079102,0.0307730748620805,"AKAP1-DT","119139901","AKAP1 divergent transcript",NA,NA
"ENSG00000099290",1175.57527607568,-0.211933775904877,0.0904714921244344,-2.34254759071933,0.0191525911974706,0.0307992337220331,"WASHC2C","253725","WASH complex subunit 2C","GO:0005515",NA
"ENSG00000158806",18.9348294559392,1.33708766869931,0.570892111829055,2.34210219583431,0.0191754635073277,0.0308335906015555,"NPM2","10361","nucleophosmin/nucleoplasmin 2","GO:0000785",NA
"ENSG00000247970",7.52167812278648,2.02109871916675,0.862960830929283,2.34205151233842,0.0191780677632115,0.0308353541971775,NA,NA,NA,NA,NA
"ENSG00000157152",90.0458001493179,-0.569912397814377,0.243361104590929,-2.34183847403371,0.019189017631899,0.0308505349100444,"SYN2","6854","synapsin II","GO:0005515",NA
"ENSG00000011566",1090.14225843384,0.241971996827985,0.103327525393107,2.34179610812713,0.0191911958311067,0.0308516119714938,"MAP4K3","8491","mitogen-activated protein kinase kinase kinase kinase 3","GO:0000166","04010"
"ENSG00000285728",150.608478639774,-0.458747881065966,0.195904972101682,-2.34168574765861,0.0191968709150649,0.0308571249151835,NA,NA,NA,NA,NA
"ENSG00000305335",18.4077137740973,-1.3302646374637,0.568083551928443,-2.341670750628,0.0191976422229589,0.0308571249151835,NA,NA,NA,NA,NA
"ENSG00000068903",586.769586821763,0.277350537820051,0.118447668486772,2.34154493172674,0.0192041142450354,0.0308651022929361,"SIRT2","22933","sirtuin 2","GO:0000122",NA
"ENSG00000132321",41.4745556432345,-1.03671378408239,0.442775373355524,-2.34139892701296,0.0192116269994189,0.030874750964261,"DRC11","79781","dynein regulatory complex subunit 11","GO:0000166",NA
"ENSG00000142657",4398.03195370812,-0.20720887623633,0.088529304889567,-2.34056820501195,0.0192544211725451,0.0309398986340855,"PGD","5226","phosphogluconate dehydrogenase","GO:0004616","00030"
"ENSG00000259318",22.3060857811126,1.15887220046834,0.495132732288129,2.34052835713952,0.0192564760054516,0.0309398986340855,NA,NA,NA,NA,NA
"ENSG00000269947",20.1033069644077,-1.18420997344938,0.505959345443359,-2.34052396524406,0.0192567024937933,0.0309398986340855,NA,NA,NA,NA,NA
"ENSG00000122783",163.903494791928,-0.450967252363013,0.192709090057096,-2.34014520139865,0.0192762439585328,0.0309688635070523,"CYREN","78996","cell cycle regulator of NHEJ","GO:0003684",NA
"ENSG00000161542",1116.38451018263,0.230959707063465,0.0987137928385759,2.33969033528219,0.0192997346499022,0.0310041680879407,"PRPSAP1","5635","phosphoribosyl pyrophosphate synthetase associated protein 1","GO:0000287",NA
"ENSG00000287460",15.0837744003334,-1.70068089975797,0.726969508093285,-2.33941159955741,0.019314141782557,0.0310248759354643,NA,NA,NA,NA,NA
"ENSG00000271780",52.3646011685237,-0.777733371111384,0.332541069416255,-2.33875885609144,0.0193479171942394,0.0310766899260438,NA,NA,NA,NA,NA
"ENSG00000105856",754.106576685318,0.262141243459492,0.112109784501717,2.33825481535447,0.0193740334690619,0.0311161946144521,"HBP1","26959","HMG-box transcription factor 1","GO:0000785",NA
"ENSG00000133641",285.206337592776,0.34096723109013,0.145832902201128,2.33806792530178,0.0193837247813853,0.0311293154120465,"RLIG1","91298","RNA 5'-phosphate and 3'-OH ligase 1","GO:0000166",NA
"ENSG00000253954",11.2504578906812,1.60080773967947,0.684689330277746,2.33800596692532,0.0193869386104444,0.03113203244439,NA,NA,NA,NA,NA
"ENSG00000141665",29.7073143006063,1.04999287693791,0.44913680814854,2.33780188550178,0.0193975277649791,0.0311465916031593,"FBXO15","201456","F-box protein 15","GO:0005515",NA
"ENSG00000289212",17.5669720961648,1.38790336815205,0.593718221963344,2.33764657510838,0.019405589727501,0.0311570908850889,NA,NA,NA,NA,NA
"ENSG00000259205",31.2108779597567,0.984648715524087,0.421289809537523,2.33722414649668,0.0194275322652031,0.0311880268482045,NA,NA,NA,NA,NA
"ENSG00000083799",508.438578000949,0.355776860003008,0.152222437977736,2.33721693548912,0.0194279070202797,0.0311880268482045,"CYLD","1540","CYLD lysine 63 deubiquitinase","GO:0002376","04380"
"ENSG00000115155",15.0942108055786,1.81119904531142,0.775015578654902,2.33698404934632,0.0194400134776622,0.0312050126097136,"OTOF","9381","otoferlin","GO:0000139",NA
"ENSG00000260167",34.9193302297282,0.914665262772779,0.391457074483092,2.33656592866681,0.0194617657908001,0.0312374779700892,NA,NA,NA,NA,NA
"ENSG00000223928",5.97908066991405,2.78799323044626,1.19335235836164,2.33626992975815,0.0194771776926917,0.0312597622364855,NA,NA,NA,NA,NA
"ENSG00000099821",911.890269676819,-0.291583617534104,0.124813444183626,-2.33615552748569,0.0194831371810771,0.0312668736104607,"POLRMT","5442","RNA polymerase mitochondrial","GO:0000175",NA
"ENSG00000173581",278.258699855419,0.353669765052398,0.151455742990784,2.33513604745856,0.0195363147258761,0.0313497542729894,"CCDC106","29903","coiled-coil domain containing 106","GO:0005515",NA
"ENSG00000023608",171.74398424223,-0.515029194406894,0.220592755660504,-2.3347511701587,0.0195564234232876,0.0313795608035258,"SNAPC1","6617","small nuclear RNA activating complex polypeptide 1","GO:0000995",NA
"ENSG00000188321",461.589194121096,0.313091878507205,0.134123944458587,2.33434738123047,0.0195775396293142,0.0314109791448444,"ZNF559","84527","zinc finger protein 559","GO:0000977",NA
"ENSG00000100425",1386.28995567017,0.206381342919078,0.0884221659022763,2.3340453246437,0.0195933487452318,0.0314338783202915,"BRD1","23774","bromodomain containing 1","GO:0005515",NA
"ENSG00000280106",52.0919347924973,-0.94367497031474,0.404329697007317,-2.33392446139731,0.0195996776400142,0.0314415658478935,NA,NA,NA,NA,NA
"ENSG00000279518",73.0160344136123,0.705329735427766,0.302264354844904,2.33348631461913,0.0196226357724477,0.0314759264997976,NA,NA,NA,NA,NA
"ENSG00000263307",66.2867820750646,0.647166396868123,0.277355552104988,2.33334574323988,0.0196300064443269,0.0314852804688078,NA,NA,NA,NA,NA
"ENSG00000141744",25.8587400073647,-1.15026791476657,0.493020293546076,-2.33310460000176,0.0196426560989639,0.0315030994593309,"PNMT","5409","phenylethanolamine N-methyltransferase","GO:0004603","00350"
"ENSG00000137040",1018.52410080125,0.249916755306683,0.107164240954498,2.33209093892428,0.0196959076294448,0.0315860282681531,"RANBP6","26953","RAN binding protein 6","GO:0005515",NA
"ENSG00000262228",11.0330092748241,-1.77725184518942,0.762120890752943,-2.3319815356768,0.0197016625354973,0.0315927804298838,NA,NA,NA,NA,NA
"ENSG00000276449",68.8401092782824,0.660767680108497,0.283372543456388,2.33179852941608,0.0197112924414092,0.0316057448372678,NA,NA,NA,NA,NA
"ENSG00000165970",18.2321326957148,1.39078259712048,0.596587957268678,2.33122807823311,0.0197413363268667,0.031651437103469,"SLC6A5","9152","solute carrier family 6 member 5","GO:0005768",NA
"ENSG00000290074",47.5895150540858,0.796424790551113,0.341663679506405,2.33101976687043,0.0197523174001538,0.0316649945676511,"LOC107985203","107985203","uncharacterized LOC107985203",NA,NA
"ENSG00000261770",29.4656026046625,1.02323222227273,0.438965378929324,2.3310089391753,0.0197528883247728,0.0316649945676511,NA,NA,NA,NA,NA
"ENSG00000141642",56.3109350044931,0.76327234381954,0.327474981912094,2.33078062746311,0.0197649301408504,0.0316818153774073,"ELAC1","55520","elaC ribonuclease Z 1","GO:0001680","03013"
"ENSG00000123349",90.3522852478805,0.645229925455521,0.276847707497057,2.33063127482239,0.0197728108962493,0.0316919641813806,"PFDN5","5204","prefoldin subunit 5","GO:0001540",NA
"ENSG00000228271",17.8537402988669,1.27033068276578,0.545112101016444,2.33040264634936,0.0197848800425397,0.0317088240437319,"LINC02048","105374289","long intergenic non-protein coding RNA 2048",NA,NA
"ENSG00000166840",50.0592178888425,0.758071874289679,0.325326165135192,2.33019029986308,0.0197960954347488,0.0317243130772318,"GLYATL1","92292","glycine-N-acyltransferase like 1","GO:0005739",NA
"ENSG00000228065",256.785797645308,0.354804573007241,0.152363821127502,2.32866680804973,0.0198767238074545,0.0318510290232262,NA,NA,NA,NA,NA
"ENSG00000143924",2621.81817054655,-0.216065609483725,0.0928313250110953,-2.32750754616398,0.0199382678291659,0.0319471462044171,"EML4","27436","EMAP like 4","GO:0000226",NA
"ENSG00000168301",383.372031788264,0.32879555064373,0.141271963262593,2.32739421928024,0.0199442931532219,0.0319542975208862,"KCTD6","200845","potassium channel tetramerization domain containing 6","GO:0005515",NA
"ENSG00000117226",33.5288221626023,-0.997590602393133,0.428865717093008,-2.32611412531439,0.0200124631967977,0.0320603299228873,"GBP3","2635","guanylate binding protein 3","GO:0000139",NA
"ENSG00000254732",10.9880564405573,-1.66035563911478,0.713796001280693,-2.32609265971758,0.0200136080559936,0.0320603299228873,NA,NA,NA,NA,NA
"ENSG00000187714",13.6461583333771,1.52569283465318,0.655926613226726,2.32601148343072,0.0200179380783257,0.0320639662239696,"SLC18A3","6572","solute carrier family 18 member A3","GO:0005277",NA
"ENSG00000176182",78.7077172498438,-0.578537626461005,0.248727335489562,-2.32599133232497,0.0200190130846402,0.0320639662239696,"MYPOP","339344","Myb related transcription factor, partner of profilin","GO:0000122",NA
"ENSG00000290560",22.3235645402823,1.16372533586989,0.500335771118515,2.32588873921277,0.0200244869276021,0.0320694719479812,"GUSBP3","653188","GUSB pseudogene 3",NA,NA
"ENSG00000203872",53.6641735553454,0.755597560002534,0.324866894701836,2.32586813961461,0.0200255861741171,0.0320694719479812,"C6orf163","206412","chromosome 6 open reading frame 163","GO:0003674",NA
"ENSG00000030419",415.816600767209,-0.47482401843273,0.204193762970618,-2.32536004785344,0.020052715907569,0.0321104042499862,"IKZF2","22807","IKAROS family zinc finger 2","GO:0000978",NA
"ENSG00000281026",165.817550986028,0.452669504572714,0.194688473876,2.32509657896351,0.0200667965447157,0.0321304362678795,"N4BP2L2-IT2","116828","N4BPL2 intronic transcript 2",NA,NA
"ENSG00000185304",86.8569531820185,0.612368194270828,0.263466907689216,2.32426986615403,0.0201110348078782,0.0321987489820873,"RGPD2","729857","RANBP2 like and GRIP domain containing 2","GO:0005096",NA
"ENSG00000163576",23.6011852204818,1.11461088563825,0.47958438741853,2.32411837182167,0.020119150647932,0.0322092217659426,"EFHB","151651","EF-hand domain family member B","GO:0005509",NA
"ENSG00000124574",722.023677100199,0.249861707483639,0.107510241156653,2.32407354681278,0.0201215525569649,0.0322105460598464,"ABCC10","89845","ATP binding cassette subfamily C member 10","GO:0000166","02010"
"ENSG00000100221",996.803659664512,-0.229050209454908,0.0985601214605789,-2.32396435861253,0.0201274043587096,0.0322173922965337,"JOSD1","9929","Josephin domain containing 1","GO:0004843",NA
"ENSG00000118507",148.296202609932,-0.485628846338613,0.20903239739229,-2.32322287069805,0.0201671827553839,0.0322760130867208,"AKAP7","9465","A-kinase anchoring protein 7","GO:0000166",NA
"ENSG00000128891",102.864167055213,0.621601845903245,0.267560069284016,2.32322351973759,0.0201671479065642,0.0322760130867208,"CCDC32","90416","coiled-coil domain containing 32","GO:0005515",NA
"ENSG00000260528",71.9768150716063,0.611312483158383,0.263274574217966,2.32195792158902,0.0202352014804944,0.0323823381539284,"LINC02193","105371423","long intergenic non-protein coding RNA 2193",NA,NA
"ENSG00000290098",12.4661657692725,-1.54570346631791,0.665702002694547,-2.3219150010987,0.0202375129038923,0.0323835035945488,"LOC105376520","105376520","uncharacterized LOC105376520",NA,NA
"ENSG00000147421",416.678824511321,0.316810649157538,0.136503523653666,2.32089722431886,0.0202923913992749,0.0324687786351821,"HMBOX1","79618","homeobox containing 1","GO:0000122",NA
"ENSG00000293570",9.96384764062419,-1.74985345045193,0.753999684803012,-2.32076151452118,0.020299718668766,0.0324779620938294,NA,NA,NA,NA,NA
"ENSG00000143258",702.14605168521,0.247949103553864,0.106881711217644,2.31984593743044,0.020349213026446,0.0325546028825241,"USP21","27005","ubiquitin specific peptidase 21","GO:0003713",NA
"ENSG00000235169",49.9907713966413,0.772320454670526,0.333046057985404,2.31895990405139,0.0203972105040694,0.0326288371674935,"SMIM1","388588","small integral membrane protein 1 (Vel blood group)","GO:0005515",NA
"ENSG00000126749",18.1319400976265,-1.34878781676685,0.581761047353515,-2.31845673219719,0.0204245118589814,0.032669955432864,"EMG1","10436","EMG1 N1-specific pseudouridine methyltransferase","GO:0001824","03008"
"ENSG00000170382",731.101695927777,0.903866193520516,0.390026251452631,2.31744963359291,0.0204792512818209,0.0327539734444475,"LRRN2","10446","leucine rich repeat neuronal 2","GO:0005886",NA
"ENSG00000273045",52.160607890151,-0.780597015434625,0.336837153848618,-2.31743145468283,0.0204802405453182,0.0327539734444475,"C2orf15","150590","chromosome 2 open reading frame 15","GO:0003723",NA
"ENSG00000113494",326.532919208964,0.360034595917561,0.155404519845545,2.31675755811605,0.0205169422018672,0.0328101049753102,"PRLR","5618","prolactin receptor","GO:0004896","04060"
"ENSG00000189409",26.1979971830869,-1.0761802522585,0.464696693832407,-2.31587671386925,0.0205650010888035,0.032884388467126,"MMP23B","8510","matrix metallopeptidase 23B","GO:0004222",NA
"ENSG00000145014",370.561559909642,0.344350369194758,0.148708819191379,2.31560152966853,0.0205800352573742,0.0329054148382973,"TMEM44","93109","transmembrane protein 44","GO:0005515",NA
"ENSG00000160439",192.961279626871,-0.421738099125665,0.182130878021462,-2.31557714818664,0.0205813677556185,0.0329054148382973,"RDH13","112724","retinol dehydrogenase 13","GO:0005739",NA
"ENSG00000137764",281.190438393911,-0.358527312313394,0.154835490334695,-2.31553703571704,0.0205835601484688,0.0329063480138281,"MAP2K5","5607","mitogen-activated protein kinase kinase 5","GO:0000122","04010"
"ENSG00000232995",27.315357579895,1.08768902081525,0.469744009331445,2.31549311797139,0.0205859607565671,0.0329076138852438,"LOC127814295","127814295","uncharacterized LOC127814295",NA,NA
"ENSG00000294655",36.9730324016392,-0.876159073552257,0.378432395657701,-2.31523274330023,0.0206001982311852,0.0329277998608184,NA,NA,NA,NA,NA
"ENSG00000229839",45.1517020002345,-0.747495410547352,0.322888275745149,-2.31502803507595,0.0206113978524782,0.0329431272911738,"LOC124906013","124906013","uncharacterized LOC124906013",NA,NA
"ENSG00000008517",10.1309016055178,-2.10339726215653,0.908743369523883,-2.31462185331659,0.0206336358440604,0.0329760935377964,"IL32","9235","interleukin 32","GO:0005125",NA
"ENSG00000213676",1140.47201297285,0.22626143013385,0.0977580596474657,2.31450410277978,0.0206400864627816,0.032983825671578,"ATF6B","1388","activating transcription factor 6 beta","GO:0000139","04141"
"ENSG00000144231",769.610297504096,-0.240203942481371,0.103810914109733,-2.31386019997343,0.0206753919006951,0.0330376643487789,"POLR2D","5433","RNA polymerase II subunit D","GO:0000166","00230"
"ENSG00000131669",266.194412808087,0.352214430072353,0.152266063243386,2.31315122076391,0.0207143263951646,0.0330972931114742,"NINJ1","4814","ninjurin 1","GO:0001525",NA
"ENSG00000225213",13.1523189802704,1.45039962240698,0.627108192510574,2.31283794364164,0.020731550758766,0.0331222268820244,NA,NA,NA,NA,NA
"ENSG00000280339",48.2783155575777,-0.863842130565301,0.373508471556879,-2.31277787881112,0.0207348546235124,0.0331249180977778,NA,NA,NA,NA,NA
"ENSG00000135549",742.040060838218,-0.256566053970997,0.110958801192932,-2.31226411255911,0.0207631330844379,0.0331675038845902,"PKIB","5570","cAMP-dependent protein kinase inhibitor beta","GO:0004860",NA
"ENSG00000130772",248.19916149386,-0.36763072880584,0.158995231843987,-2.31221228801739,0.0207659874503347,0.0331694731607525,"MED18","54797","mediator complex subunit 18","GO:0003712",NA
"ENSG00000248429",13.056188657484,-1.44269459964493,0.62399049699322,-2.3120457869098,0.0207751602291259,0.0331815337305201,"GASK1B-AS1","285505","GASK1B antisense RNA 1",NA,NA
"ENSG00000296428",9.21341539729948,1.80437514708167,0.780618017060288,2.31147002457966,0.0208069070107563,0.0332296441993302,NA,NA,NA,NA,NA
"ENSG00000307460",8.73802485943922,2.25862669782867,0.977217907624642,2.31128255039738,0.020817253214082,0.0332435720582441,"LOC101927756","101927756","uncharacterized LOC101927756",NA,NA
"ENSG00000228115",13.1713974292553,1.54504337646638,0.6685876583542,2.31090621724857,0.0208380355799571,0.0332741622004702,NA,NA,NA,NA,NA
"ENSG00000163884",140.67481837467,-0.476504309729065,0.206307725298197,-2.30967749288266,0.0209060157810063,0.033380107157949,"KLF15","28999","KLF transcription factor 15","GO:0000785",NA
"ENSG00000163512",236.609016906662,0.364689018051732,0.157928331822062,2.30920578875378,0.0209321645021534,0.0334192495232242,"AZI2","64343","5-azacytidine induced 2","GO:0000278","04622"
"ENSG00000110367",3253.38508634269,-0.198005243724585,0.0857476777869273,-2.30916158705318,0.0209346162649115,0.0334205553499387,"DDX6","1656","DEAD-box helicase 6","GO:0000166","03018"
"ENSG00000239779",216.035993282461,0.466186141310118,0.201897671534419,2.3090218810703,0.0209423670677081,0.0334303198353339,"WBP1","23559","WW domain binding protein 1","GO:0005515",NA
"ENSG00000167283",195.425955544699,-0.430632499382378,0.186502807105246,-2.30898669069022,0.0209443198028051,0.0334308280582426,"ATP5MG","10632","ATP synthase membrane subunit g","GO:0005515","00190"
"ENSG00000135720",3071.30087226184,-0.180501822547206,0.0781912590085337,-2.30846548368669,0.020973260473781,0.0334733126984334,"DYNC1LI2","1783","dynein cytoplasmic 1 light intermediate chain 2","GO:0000166","04145"
"ENSG00000101246",543.342171704095,-0.315194111572488,0.136539378749487,-2.3084484085048,0.0209742091838583,0.0334733126984334,"ARFRP1","10139","ARF related protein 1","GO:0000166",NA
"ENSG00000169359",290.953391324647,-0.346291019730564,0.150031346308701,-2.30812445699211,0.0209922152622781,0.033499435418154,"SLC33A1","9197","solute carrier family 33 member 1","GO:0000139","00604"
"ENSG00000289089",93.6155541838301,-0.882257828683567,0.382334736944276,-2.30755341702617,0.0210239879685096,0.0335449043600519,NA,NA,NA,NA,NA
"ENSG00000196990",8.34533185401473,-1.81658665398898,0.787229437656783,-2.30756951797448,0.0210230915367832,0.0335449043600519,"FAM163B","642968","family with sequence similarity 163 member B","GO:0005515",NA
"ENSG00000164885",250.314514655764,-0.355745121912407,0.154170274653814,-2.30748192354995,0.0210279688208521,0.0335486391256945,"CDK5","1020","cyclin dependent kinase 5","GO:0000166","04360"
"ENSG00000171587",25.5534258262912,1.07449969800415,0.465842064436474,2.30657508205911,0.021078519996984,0.0336266671765955,"DSCAM","1826","DS cell adhesion molecule","GO:0005515",NA
"ENSG00000278576",22.6060722320713,1.14130694579714,0.494814950214217,2.30653286709111,0.0210808758146679,0.033627802759809,NA,NA,NA,NA,NA
"ENSG00000198758",14.4832319735922,-2.28722857060224,0.991772764861378,-2.30620223869722,0.0210993345568657,0.0336546232346138,"EPS8L3","79574","EPS8 signaling adaptor L3","GO:0003779",NA
"ENSG00000300707",12.6869154160209,1.47957156451464,0.641606410373341,2.30604236583873,0.0211082651916814,0.0336662428456798,NA,NA,NA,NA,NA
"ENSG00000176248",889.555122686193,-0.230383723383501,0.0999145096427443,-2.30580847774026,0.0211213363143569,0.0336844639256332,"ANAPC2","29882","anaphase promoting complex subunit 2","GO:0005515","04110"
"ENSG00000172264",85.3353998886778,0.620567744694294,0.269212298288242,2.30512405503058,0.0211596266335715,0.0337428987908088,"MACROD2","140733","mono-ADP ribosylhydrolase 2","GO:0005634",NA
"ENSG00000116560",14333.8587994764,0.180484601610234,0.0783052059835483,2.30488636538615,0.0211729384215343,0.0337614948092052,"SFPQ","6421","splicing factor proline and glutamine rich","GO:0000122",NA
"ENSG00000138398",1909.70173585876,-0.226096193033173,0.0980968662906741,-2.30482584798601,0.0211763288582609,0.0337642689839994,"PPIG","9360","peptidylprolyl isomerase G","GO:0003723",NA
"ENSG00000290833",69.8837715705379,0.616393300666863,0.267445281744719,2.30474546660809,0.0211808328890059,0.0337688181406559,NA,NA,NA,NA,NA
"ENSG00000231688",14.0683331627946,1.46318282223833,0.634931577593412,2.30447322809845,0.0211960935004646,0.0337905145781313,"RPL21P43","100271163","ribosomal protein L21 pseudogene 43",NA,NA
"ENSG00000109805",1295.23827167932,0.273172037030312,0.118544012025063,2.30439338405854,0.0212005710568517,0.0337950187786707,"NCAPG","64151","non-SMC condensin I complex subunit G","GO:0000779",NA
"ENSG00000243477",74.1350539266032,0.613594533078995,0.266312490189717,2.3040396364507,0.0212204187044935,0.0338240212421425,"NAA80","24142","N-alpha-acetyltransferase 80, NatH catalytic subunit","GO:0004596",NA
"ENSG00000287938",7.29992226293007,2.19755569575893,0.953843393887739,2.30389570220954,0.0212284990261203,0.0338342642651777,"LOC124901018","124901018","uncharacterized LOC124901018",NA,NA
"ENSG00000167815",1533.26734408298,0.196137577173854,0.0851416068551335,2.30366309045092,0.0212415632787766,0.0338524485288177,"PRDX2","7001","peroxiredoxin 2","GO:0002357",NA
"ENSG00000120159",431.127525347252,-0.329026731297044,0.142830799909095,-2.30361190658075,0.0212444388755679,0.0338543936740217,"CAAP1","79886","caspase activity and apoptosis inhibitor 1","GO:0006915",NA
"ENSG00000088325",4802.3761254534,-0.214069227112162,0.0929382741994391,-2.30334842083235,0.0212592473188221,0.0338753528010054,"TPX2","22974","TPX2 microtubule nucleation factor","GO:0000278",NA
"ENSG00000109686",1000.03101298352,-0.263527554580429,0.114412388621595,-2.30331310931733,0.0212612325819355,0.0338758772755484,"SH3D19","152503","SH3 domain containing 19","GO:0005515",NA
"ENSG00000100243",629.247892094055,-0.259427094377323,0.11263879683272,-2.30317707283929,0.0212688822537478,0.0338854261625057,"CYB5R3","1727","cytochrome b5 reductase 3","GO:0004128","00520"
"ENSG00000133135",31.615975408136,-1.23766211950451,0.537411263275424,-2.30300740621099,0.0212784263924954,0.0338979915777642,"RNF128","79589","ring finger protein 128","GO:0001818",NA
"ENSG00000212719",9.30423589078268,-1.9419732175081,0.843316278129396,-2.30278161097007,0.0212911336803109,0.0339155937567759,"LINC02693","339263","long intergenic non-protein coding RNA 2693",NA,NA
"ENSG00000260317",47.1903652893641,0.778577226788453,0.338186035294481,2.30221577928401,0.0213230065524152,0.0339637205287068,NA,NA,NA,NA,NA
"ENSG00000100612",522.029036638012,0.285817158482858,0.124175997041323,2.30171019595475,0.0213515208253049,0.0340064905770936,"DHRS7","51635","dehydrogenase/reductase 7","GO:0004090",NA
"ENSG00000184163",55.1221476910438,0.737755890285407,0.320557603517743,2.30147680850307,0.021364694787066,0.03402482340933,"C1QTNF12","388581","C1q and TNF related 12","GO:0005179",NA
"ENSG00000246560",42.9141433538823,0.830494221780479,0.360948875681346,2.3008638556161,0.0213993276955572,0.0340773256529874,NA,NA,NA,NA,NA
"ENSG00000129654",82.7566381011743,0.77107352675482,0.335277064393171,2.29980994420365,0.021458989832438,0.0341696743750987,"FOXJ1","2302","forkhead box J1","GO:0000122",NA
"ENSG00000196705",1369.13875438415,-0.217607937052747,0.0946230490153388,-2.29973499392809,0.0214632382936293,0.034173779037611,"ZNF431","170959","zinc finger protein 431","GO:0000122",NA
"ENSG00000223496",700.374527354413,-0.246015848558193,0.107011160755922,-2.29897374087289,0.0215064304679921,0.0342398844351478,"EXOSC6","118460","exosome component 6","GO:0000176","03018"
"ENSG00000302593",40.2331406887836,0.915506532578257,0.398240028040152,2.29888124778344,0.0215116835175173,0.0342455822516006,NA,NA,NA,NA,NA
"ENSG00000151292",788.110625445785,-0.236832257876031,0.103043980213856,-2.2983609269024,0.0215412554281088,0.0342899906445109,"CSNK1G3","1456","casein kinase 1 gamma 3","GO:0000166","04340"
"ENSG00000137070",164.38779624322,0.475893598786882,0.207103200213271,2.29785729190479,0.0215699127148647,0.0343329363148827,"IL11RA","3590","interleukin 11 receptor subunit alpha","GO:0004888","04060"
"ENSG00000287262",37.0999691384244,0.94743727612729,0.412325006116772,2.2977924260528,0.0215736060520245,0.0343361431523623,NA,NA,NA,NA,NA
